Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2022-11-26;null;null;null;null;null;null;null;null;null;null;
2022-11-27;null;null;null;null;null;null;null;null;null;null;
2022-11-28;null;null;null;null;null;null;null;null;null;null;
2022-11-29;null;null;null;null;null;null;null;null;null;null;
2022-11-30;null;null;null;null;null;null;null;null;null;null;
2022-12-01;null;null;null;null;null;null;null;null;null;null;
2022-12-02;null;null;null;null;null;null;null;null;null;null;
2022-12-03;null;null;null;null;null;null;null;null;null;null;
2022-12-04;null;null;null;null;null;null;null;null;null;null;
2022-12-05;null;null;null;null;null;null;null;null;null;null;
2022-12-06;null;null;null;null;null;null;null;null;null;null;
2022-12-07;null;null;null;null;null;null;null;null;null;null;
2022-12-08;null;null;null;null;null;null;null;null;null;null;
2022-12-09;null;null;null;null;null;null;null;null;null;null;
2022-12-10;null;null;null;null;null;null;null;null;null;null;
2022-12-11;null;null;null;null;null;null;null;null;null;null;
2022-12-12;null;null;null;null;null;null;null;null;null;null;
2022-12-13;null;null;null;null;null;null;null;null;null;null;
2022-12-14;null;null;null;null;null;null;null;null;null;null;
2022-12-15;null;null;null;null;null;null;null;null;null;null;
2022-12-16;null;null;null;null;null;null;null;null;null;null;
2022-12-17;null;null;null;null;null;null;null;null;null;null;
2022-12-18;null;null;null;null;null;null;null;null;null;null;
2022-12-19;null;null;null;null;null;null;null;null;null;null;
2022-12-20;null;null;null;null;null;null;null;null;null;null;
2022-12-21;null;null;null;null;null;null;null;null;null;null;
2022-12-22;null;null;null;null;null;null;null;null;null;null;
2022-12-23;null;null;null;null;null;null;null;null;null;null;
2022-12-24;null;null;null;null;null;null;null;null;null;null;
2022-12-25;null;null;null;null;null;null;null;null;null;null;
2022-12-26;null;null;null;null;null;null;null;null;null;null;
2022-12-27;null;null;null;null;null;null;null;null;null;null;
2022-12-28;null;null;null;null;null;null;null;null;null;null;
2022-12-29;null;null;null;null;null;null;null;null;null;null;
2022-12-30;null;null;null;null;null;null;null;null;null;null;
2022-12-31;null;null;null;null;null;null;null;null;null;null;
2023-01-01;null;null;null;null;null;null;null;null;null;null;
2023-01-02;null;null;null;null;null;null;null;null;null;null;
2023-01-03;null;null;null;null;null;null;null;null;null;null;
2023-01-04;null;null;null;null;null;null;null;null;null;null;
2023-01-05;null;null;null;null;null;null;null;null;null;null;
2023-01-06;null;null;null;null;null;null;null;null;null;null;
2023-01-07;null;null;null;null;null;null;null;null;null;null;
2023-01-08;null;null;null;null;null;null;null;null;null;null;
2023-01-09;null;null;null;null;null;null;null;null;null;null;
2023-01-10;null;null;null;null;null;null;null;null;null;null;
2023-01-11;null;null;null;null;null;null;null;null;null;null;
2023-01-12;null;null;null;null;null;null;null;null;null;null;
2023-01-13;null;null;null;null;null;null;null;null;null;null;
2023-01-14;null;null;null;null;null;null;null;null;null;null;
2023-01-15;null;null;null;null;null;null;null;null;null;null;
2023-01-16;null;null;null;null;null;null;null;null;null;null;
2023-01-17;null;null;null;null;null;null;null;null;null;null;
2023-01-18;null;null;null;null;null;null;null;null;null;null;
2023-01-19;null;null;null;null;null;null;null;null;null;null;
2023-01-20;null;null;null;null;null;null;null;null;null;null;
2023-01-21;null;null;null;null;null;null;null;null;null;null;
2023-01-22;null;null;null;null;null;null;null;null;null;null;
2023-01-23;null;null;null;null;null;null;null;null;null;null;
2023-01-24;null;null;null;null;null;null;null;null;null;null;
2023-01-25;null;null;null;null;null;null;null;null;null;null;
2023-01-26;null;null;null;null;null;null;null;null;null;null;
2023-01-27;null;null;null;null;null;null;null;null;null;null;
2023-01-28;null;null;null;null;null;null;null;null;null;null;
2023-01-29;null;null;null;null;null;null;null;null;null;null;
2023-01-30;null;null;null;null;null;null;null;null;null;null;
2023-01-31;null;null;null;null;null;null;null;null;null;null;
2023-02-01;null;null;null;null;null;null;null;null;null;null;
2023-02-02;null;null;null;null;null;null;null;null;null;null;
2023-02-03;null;null;null;null;null;null;null;null;null;null;
2023-02-04;null;null;null;null;null;null;null;null;null;null;
2023-02-05;null;null;null;null;null;null;null;null;null;null;
2023-02-06;null;null;null;null;null;null;null;null;null;null;
2023-02-07;null;null;null;null;null;null;null;null;null;null;
2023-02-08;null;null;null;null;null;null;null;null;null;null;
2023-02-09;null;null;null;null;null;null;null;null;null;null;
2023-02-10;null;null;null;null;null;null;null;null;null;null;
2023-02-11;null;null;null;null;null;null;null;null;null;null;
2023-02-12;null;null;null;null;null;null;null;null;null;null;
2023-02-13;null;null;null;null;null;null;null;null;null;null;
2023-02-14;null;null;null;null;null;null;null;null;null;null;
2023-02-15;null;null;null;null;null;null;null;null;null;null;
2023-02-16;null;null;null;null;null;null;null;null;null;null;
2023-02-17;null;null;null;null;null;null;null;null;null;null;
2023-02-18;null;null;null;null;null;null;null;null;null;null;
2023-02-19;null;null;null;null;null;null;null;null;null;null;
2023-02-20;null;null;null;null;null;null;null;null;null;null;
2023-02-21;null;null;null;null;null;null;null;null;null;null;
2023-02-22;null;null;null;null;null;null;null;null;null;null;
2023-02-23;null;null;null;null;null;null;null;null;null;null;
2023-02-24;null;null;null;null;null;null;null;null;null;null;
2023-02-25;null;null;null;null;null;null;null;null;null;null;
2023-02-26;null;null;null;null;null;null;null;null;null;null;
2023-02-27;null;null;null;null;null;null;null;null;null;null;
2023-02-28;null;null;null;null;null;null;null;null;null;null;
2023-03-01;null;null;null;null;null;null;null;null;null;null;
2023-03-02;null;null;null;null;null;null;null;null;null;null;
2023-03-03;null;965,6;20,1;32,3;25,8;null;73,5;36;6,4;1,1;
2023-03-04;0;965,1;20,1;34;26,8;21,3;69,8;36;6,7;1;
2023-03-05;null;null;null;27;null;22,7;null;70;null;null;
2023-03-06;null;964,8;20,5;32,8;26,7;null;71;40;6,1;1;
2023-03-07;0;964,5;19;33,7;26,3;20;67;35;7,5;1,2;
2023-03-08;0;964,6;18,3;33,6;26,5;19,7;64;28;7,3;1,1;
2023-03-09;0;965,1;18,6;33,6;27,3;22,8;61,1;34;8;1,2;
2023-03-10;0;965,5;17,9;34,1;27,8;22,7;57,3;31;6,6;1,2;
2023-03-11;0;964,7;20,1;34,1;26,7;22,4;69;34;6,3;,8;
2023-03-12;0;964,8;20,8;34,1;null;23;71,5;39;5,4;,9;
2023-03-13;null;965,1;21,6;28,9;24,6;22;83,9;64;6,4;1;
2023-03-14;33;965,5;21,8;28,8;24,4;21,8;85,8;61;9,1;,8;
2023-03-15;53,4;965,5;20,6;28,4;23,6;19,6;84,4;55;8,9;,9;
2023-03-16;10,2;964,7;20,1;29,7;23,6;20,4;82;51;4,9;1;
2023-03-17;0;965,2;20,4;30,4;24,7;21,8;78,5;51;11,4;1,3;
2023-03-18;22,6;966,3;20,6;29,3;23,2;20,7;86,3;58;6,1;,9;
2023-03-19;,2;null;null;30;null;20,9;83,6;53;6;null;
2023-03-20;null;966,5;20,6;30,5;23,9;21,2;83,3;51;7;,8;
2023-03-21;7,2;967,2;20,9;29;23,6;21,9;85,2;56;4,5;,9;
2023-03-22;14;967,4;20,2;30,8;24,1;20,6;80,4;50;10,4;1,2;
2023-03-23;,8;966;19,7;31,4;25,2;21,2;73,8;42;8,3;1,4;
2023-03-24;0;965,6;19;30,6;25,3;20,6;69,1;46;6,8;1,4;
2023-03-25;17;965,8;20,5;30,5;24,3;20,2;81;52;6,2;1;
2023-03-26;,2;966;21,2;32,5;24,7;21,9;82,7;46;12,6;1;
2023-03-27;98,4;966,5;20,6;30,7;null;20,9;84,6;45;5,3;,9;
2023-03-28;null;965,8;20,6;30,2;23,8;20,1;83;53;5,6;,8;
2023-03-29;1,2;null;null;28,1;null;20;88,4;67;4,9;null;
2023-03-30;null;966,9;21,3;27,2;null;20,8;88,3;72;9,2;,8;
2023-03-31;null;966,6;19,5;31,1;null;20;78,2;43;6,8;1,2;
2023-04-01;null;965,5;19,6;30,4;null;18,3;82,4;49;4,5;,8;
2023-04-02;null;null;null;27,8;null;21,3;88,5;65;2,8;null;
2023-04-03;null;964,8;21;29,4;null;null;84,7;60;5,8;,7;
2023-04-04;0;964,2;19,9;31,7;24,9;20,1;76,3;44;6,6;1,3;
2023-04-05;8,4;964;21;30,2;23,9;21,4;84,9;56;8,1;1,3;
2023-04-06;18,8;964,5;20,7;29,4;null;20,7;84,8;53;6,6;1;
2023-04-07;null;964,7;21,3;30,8;25,1;21,4;80,8;53;5,8;,9;
2023-04-08;,6;965,1;21,9;32;25,4;22,9;82,3;53;4,7;,9;
2023-04-09;8,4;966,3;21,4;29,6;24,2;21,3;85,3;65;6,5;1,1;
2023-04-10;0;966,7;20,5;31,4;24,8;21,2;79,5;43;5,6;,8;
2023-04-11;0;966,2;20,5;30,8;24,3;19,7;80,9;52;5,7;1;
2023-04-12;0;964,9;19,7;31,8;24,6;19,7;77,1;44;6,7;1;
2023-04-13;0;964,1;19,2;31,3;24,8;19,2;74,1;41;6,8;1;
2023-04-14;3,4;964,7;21,5;31,5;null;21,9;80,4;49;6,2;1,1;
2023-04-15;null;965,1;21;32,1;25,8;20,9;77,4;48;6,5;1,1;
2023-04-16;,2;964,7;21,4;31,9;25,3;21,7;80;54;12,4;1,2;
2023-04-17;21,4;963;21;31,5;24,4;21;82,8;54;6,5;1;
2023-04-18;9,8;963;21,7;29,3;23,9;20,9;87,8;64;6;,7;
2023-04-19;6;965,5;22;31,6;25,3;22,2;83;54;4,4;,8;
2023-04-20;0;965,8;22;32,7;26;22;80,1;49;4,5;,8;
2023-04-21;0;964,9;21,3;31,9;25,7;22,5;78,4;47;5,9;1,1;
2023-04-22;0;963,8;20;31;24,9;19,9;75,6;49;9,4;1,6;
2023-04-23;0;964,6;17,2;30,6;24,5;18,6;66;40;8,7;1,5;
2023-04-24;0;965,9;18,8;30,7;null;20,5;76,4;44;6,9;1,3;
2023-04-25;null;966,9;19,4;30;24,7;20,2;73,3;52;7,6;1,5;
2023-04-26;0;966,1;20,1;29,9;25,2;21,7;74,1;54;8;1,6;
2023-04-27;0;966,5;20,6;31,5;24,8;22,5;78,6;49;6,3;1,2;
2023-04-28;20,2;967,3;20,9;30,2;null;20,4;89,1;60;10,4;,8;
2023-04-29;null;967,9;21,2;31,5;24,5;20,3;83,1;47;9,2;1,1;
2023-04-30;0;967,1;21,6;30,7;null;21,8;86,8;51;4,5;,9;
2023-05-01;null;966,8;21,5;30,4;24,6;22,3;83,8;53;8,3;1;
2023-05-02;2,2;965,6;20,7;31,7;25;20,9;79,4;43;4;,7;
2023-05-03;11;null;null;27,4;null;21,2;92,5;76;3,1;null;
2023-05-04;null;967,3;21,5;30;24,4;21,7;84,8;58;4,9;,9;
2023-05-05;5,6;967,7;21,8;30,4;24,2;22,1;87,4;56;7,5;1,1;
2023-05-06;23;967;20,5;30,7;24,2;20,5;81,9;48;5,9;1,1;
2023-05-07;null;966,1;19,6;30,2;null;21,3;79,9;47;5,9;1;
2023-05-08;null;966,8;19,2;30,8;24,9;20,8;72;48;7,2;1,6;
2023-05-09;0;966,9;19,6;31,2;null;20;79;47;7,1;1,1;
2023-05-10;null;965,8;20,5;31,6;25,1;20,5;77,4;47;6,5;1;
2023-05-11;0;965,2;20,4;31,4;24,2;19,9;81,2;45;4,2;,8;
2023-05-12;0;966,3;20,5;31,1;24,4;19,8;80,8;51;4,2;,8;
2023-05-13;42,8;967,8;21,7;30,7;24,3;21,5;86,4;57;6,7;,8;
2023-05-14;5,4;969,1;22,1;29,6;24,6;22,3;86,6;62;7,1;,8;
2023-05-15;2,2;968,8;21,4;30,5;24,8;22,2;82,4;56;5,2;1;
2023-05-16;0;967;20,5;30,9;24,9;21,3;78,7;48;5,5;1;
2023-05-17;0;966,5;21;31,3;24,5;20,5;82,3;54;5,4;,9;
2023-05-18;0;967,3;21;31;25,4;22,5;77,8;51;6,2;1;
2023-05-19;null;968;19,7;29,6;null;22,4;71,9;56;8,3;1,7;
2023-05-20;null;967,1;19,3;28,3;24,7;21,8;72,5;59;11,1;1,9;
2023-05-21;0;966,4;19,2;28,9;25;22,4;70,8;58;9,5;1,9;
2023-05-22;0;966,4;19,8;28,7;25,3;22,7;71,8;61;9,5;2,4;
2023-05-23;0;966,4;19,3;30,1;25,2;21;70,8;49;9,7;2;
2023-05-24;0;966,5;19,5;30;null;21,1;74,2;50;7,8;1,6;
2023-05-25;null;966,3;18,8;31,6;25,8;21,6;66,4;44;8,8;1,9;
2023-05-26;0;966,9;19,4;30,5;24,6;19,7;73,8;50;9,1;1,5;
2023-05-27;0;967,1;19,8;31,7;25,4;21,9;72,2;46;6,3;1,6;
2023-05-28;0;967;19,9;32;25,7;21,5;72;44;6,8;1,2;
2023-05-29;0;967,2;19,4;30,6;null;19,7;74;48;5,1;1,2;
2023-05-30;null;968,2;18,1;31;25,8;22,7;64;41;7,8;1,4;
2023-05-31;0;969;17,7;30,4;25,2;21,6;64,5;45;7,4;1,9;
2023-06-01;0;968,5;19,2;31,2;25,2;21,8;71,6;47;7,4;1,4;
2023-06-02;0;966,8;19,3;30,7;24,1;19,2;76;49;8,2;1,2;
2023-06-03;0;967,3;19,4;30,1;25,4;21,2;70;53;8,8;2,2;
2023-06-04;0;968,8;19,5;28,9;24,7;20,6;73,5;57;10,8;2;
2023-06-05;0;969,2;18;29,7;24;21;70;48;8,4;1,8;
2023-06-06;0;null;null;30,5;null;17,9;77,9;48;7,4;null;
2023-06-07;null;969;19;29,9;null;19,6;76,9;52;6,5;1,3;
2023-06-08;null;null;null;27,9;null;22,2;75,5;57;7,5;null;
2023-06-09;null;969,3;17,7;30,6;null;20,1;68,9;46;6,4;1,4;
2023-06-10;null;969;19,3;31,1;null;20,9;73,8;44;5,8;1,1;
2023-06-11;null;968,8;18;29,4;null;21,4;70,9;48;8,3;1,8;
2023-06-12;null;968,5;18,3;30,9;24,7;20,5;68,7;45;7;1,5;
2023-06-13;0;968,9;18,8;30;24,7;20,2;70,1;54;8,8;2;
2023-06-14;0;967,8;17,2;30,8;25,2;19,5;62,9;41;7;1,6;
2023-06-15;0;968,6;19,8;28,9;null;20,5;80;56;8,5;1,3;
2023-06-16;null;968,5;19,1;29,9;24,3;21,4;74,8;47;7,9;1,5;
2023-06-17;0;968,7;18,6;29,1;25;21,4;68,1;53;9;1,8;
2023-06-18;0;968,4;18,1;31,7;25,4;21,5;65,2;42;7,5;1,8;
2023-06-19;0;969,1;18,7;30,2;25,4;20,7;67,4;47;8,5;1,9;
2023-06-20;0;969,8;19;29,3;24,7;21,7;71,2;52;10,7;2,2;
2023-06-21;0;969,6;18,4;27,5;23,6;19,9;73,1;59;9,7;2;
2023-06-22;0;969,4;16,4;29,4;24;21,1;63,5;42;11,1;2,5;
2023-06-23;0;968,7;17,9;27,8;24;20,8;68,9;57;9,1;2,2;
2023-06-24;0;968,8;17,5;29,8;24,6;21,7;65,7;45;7,6;2;
2023-06-25;0;968,5;17,8;30,6;24,8;20,7;66,7;40;10,5;2,6;
2023-06-26;0;968,8;16,7;28,1;24;19,9;64;51;10,5;1,8;
2023-06-27;0;969;17,5;27,4;23,9;21,8;67,7;55;9,5;1,7;
2023-06-28;0;968,7;18,1;28,9;24,4;20,7;68,7;52;8,8;2,1;
2023-06-29;0;969,2;17,2;31,3;null;19,9;61,4;39;8,9;1,7;
2023-06-30;0;969,7;18,1;29,3;null;22,4;68,2;51;9,3;1,9;
2023-07-01;null;968,8;17,6;29,1;24,5;21,1;65,9;51;7,6;2;
2023-07-02;0;null;null;31,1;null;20,3;69,5;40;6,5;null;
2023-07-03;null;null;null;28,6;null;17,8;78,2;53;4,4;null;
2023-07-04;null;969,3;16;29;null;20,8;61,6;43;9,2;2,5;
2023-07-05;null;970,5;15,3;29,8;null;20,1;61,7;39;9,6;2,4;
2023-07-06;null;null;null;27,3;null;19,2;68,6;50;7,7;null;
2023-07-07;null;968,7;18,6;30,3;null;20,7;70,8;48;6;1,3;
2023-07-08;null;null;null;28,6;null;20,2;78,5;55;6,9;null;
2023-07-09;null;968,5;19,6;31;null;21,5;78,4;46;6,2;,9;
2023-07-10;null;969,4;19,5;30,7;24;20,8;77,3;45;6,5;1,3;
2023-07-11;0;967,9;17,1;32,4;24,9;18,5;65,3;33;7,4;1,6;
2023-07-12;0;966,6;17,6;29,6;null;18,5;72,9;46;7,8;1,7;
2023-07-13;null;966,9;17;32,4;null;16,9;75,7;36;5,7;1;
2023-07-14;null;null;null;32,3;null;16,2;77,8;38;5,1;null;
2023-07-15;null;null;null;33,8;null;16,7;65,9;23;6;null;
2023-07-16;null;968,9;15,4;31,8;25,1;20;57,1;32;10,6;1,9;
2023-07-17;0;969,8;15,6;31,5;null;17,6;62,6;34;8,5;1,7;
2023-07-18;null;971,2;16;31,2;null;18,5;62,3;34;6,7;1,7;
2023-07-19;null;972,1;15,8;32,4;25,8;21,4;56,5;26;9,7;2,6;
2023-07-20;0;972,5;15,2;29,7;null;20,4;61,2;38;13;2,9;
2023-07-21;null;971,7;15,5;30,2;23,8;20,1;61,3;34;11,5;2,8;
2023-07-22;0;970,9;15;31;23,9;19,3;59,1;33;10,6;2,6;
2023-07-23;0;971,1;15,6;30,7;24,4;20,3;59,5;38;8,4;1,8;
2023-07-24;0;970,6;14,6;31,2;24,5;19,8;55,9;32;10,5;2,2;
2023-07-25;0;969,8;15,5;28,9;null;18,8;63,9;40;8,2;1,9;
2023-07-26;null;968,9;14,8;30,2;null;17,9;60,7;33;7,7;1,6;
2023-07-27;null;null;null;30,5;null;16,3;62,4;33;7,7;null;
2023-07-28;null;null;null;32,8;null;20,5;64,5;32;6,9;null;
2023-07-29;null;970,1;15,3;32,9;null;21,3;56;30;9,3;2;
2023-07-30;null;970,7;16,4;32,3;null;21,1;59,2;31;8,1;1,8;
2023-07-31;null;971,2;13,9;32,2;25,4;20;51,2;29;11,1;2,4;
2023-08-01;0;971,3;15,6;31,5;null;20,7;59,2;37;8,8;2,3;
2023-08-02;null;970,5;17,2;32;null;19,8;65,8;33;9,1;1,5;
2023-08-03;null;969,3;17;32,4;26,4;22,6;58,2;31;8,7;2,4;
2023-08-04;0;969,2;14,7;33,4;null;18,5;57,5;29;11,8;1,6;
2023-08-05;null;970,7;13,6;30,5;null;16,8;56,2;32;7,3;1,6;
2023-08-06;null;970,5;14,7;34,3;26,3;18,9;52,4;26;9;1,9;
2023-08-07;0;971,2;16,6;32,8;null;20,3;58,6;32;8,3;2,1;
2023-08-08;null;970,6;16;33,1;25,5;22;58;27;8,6;1,9;
2023-08-09;0;969,9;16,3;31,6;null;21,4;58,3;32;9,6;2,3;
2023-08-10;null;969,5;15,7;32;24,7;19,4;59;36;12,1;2,2;
2023-08-11;0;null;null;30,6;null;20,1;66,5;41;8,3;null;
2023-08-12;null;968,3;15,9;31,5;24,6;20,4;60,6;30;8,3;1,9;
2023-08-13;0;967,6;14,3;32;null;19,2;54,7;27;11,6;2,2;
2023-08-14;null;967,6;13,8;32,4;null;20;52,3;25;9,6;2,5;
2023-08-15;null;967,6;13,7;32,4;null;20,4;52,2;26;9,9;2,6;
2023-08-16;null;968,5;14,6;30,8;24,5;18;55,3;34;10,8;2,4;
2023-08-17;0;968,8;16,1;30;null;20,2;63,4;44;10,3;2,6;
2023-08-18;null;null;null;31,1;null;19,9;64,4;37;7,8;null;
2023-08-19;null;null;null;32,8;null;20,1;62,7;31;6,1;null;
2023-08-20;null;null;null;28,7;null;21,3;76;52;6,5;null;
2023-08-21;null;null;null;29,8;null;18,5;74,3;50;5,9;null;
2023-08-22;null;965,5;17,2;33,9;null;20,5;62,8;32;8,3;1,3;
2023-08-23;null;965,7;15,5;35,3;null;20;56,8;22;7,7;1,3;
2023-08-24;null;965,5;15,7;35;26,4;18,9;55,6;25;11,7;1,1;
2023-08-25;0;965,3;12;37,3;26,7;17,3;47,2;12;6,9;1,2;
2023-08-26;0;965,5;14,1;35,9;25,4;16,9;52,8;23;5,6;1;
2023-08-27;0;966,7;16;36,4;25,4;18,2;59,7;27;5,1;,8;
2023-08-28;0;968;17,5;34,7;27,1;21,8;58,3;29;5,2;1;
2023-08-29;0;968,6;16,9;35,6;27,4;21,3;56,4;26;7,8;1,4;
2023-08-30;0;967,5;17,2;35,4;27;22,5;60,7;21;7,7;1,1;
2023-08-31;0;967,5;14,9;35,3;25,8;18,2;54,5;24;6,2;1;
2023-09-01;0;968;14,3;34,8;25,6;17,9;54,3;23;6,4;1,1;
2023-09-02;0;968,3;13,9;35,4;26,1;18,6;51,1;23;11,5;1,8;
2023-09-03;0;968;15,6;34,5;26,5;21,4;57;24;11,1;1,8;
2023-09-04;0;968,5;13,5;34,2;26,7;17,9;47,3;23;7,9;1,8;
2023-09-05;0;969,1;16,3;33,8;null;20,3;58,9;26;9,1;1,8;
2023-09-06;null;968,4;12,8;34,5;null;18,8;47,7;18;9,9;2,3;
2023-09-07;null;null;null;29,2;null;21,3;59,3;29;9,4;null;
2023-09-08;null;968,7;16;30,9;25,6;null;56,6;36;10,4;2,5;
2023-09-09;0;969,5;15,1;31,7;null;21,2;55,8;32;10,2;2,6;
2023-09-10;null;null;null;30,4;null;20,1;55,4;36;7,7;null;
2023-09-11;null;967,9;15,2;34,4;27,6;22,8;49,7;26;10,5;2,3;
2023-09-12;0;968;14,8;34;null;19,5;52,3;24;8,3;2,1;
2023-09-13;null;968,4;16,2;33,1;null;23,1;57,5;26;9,3;2,3;
2023-09-14;null;967,3;14,4;33,9;null;20,4;51,7;23;8,4;2,2;
2023-09-15;null;967;14,4;36,5;null;19,4;49,7;17;8,6;1,3;
2023-09-16;null;968;14,6;34,7;null;20,3;51,2;22;7,9;1,9;
2023-09-17;null;null;null;34,2;null;20,9;57,5;27;9,5;null;
2023-09-18;null;967,6;16,7;32,8;null;21;58;31;10,8;2,6;
2023-09-19;null;966,6;16,8;34,2;null;21,3;56,8;32;8,7;2;
2023-09-20;null;967,1;16,9;32,1;null;23,9;58,3;33;9,1;2,2;
2023-09-21;null;966,5;15,7;34,4;27;20,5;52,2;27;8,4;2,2;
2023-09-22;0;966,4;14,5;34,9;26,8;21,3;49,8;22;9,5;2,1;
2023-09-23;0;966,6;14,6;36,5;null;18,9;50,2;24;7,1;1,3;
2023-09-24;null;null;null;36,5;null;21,8;51,6;22;7,3;null;
2023-09-25;null;965,7;15,3;38,2;null;20,1;53,1;20;6,2;1;
2023-09-26;null;964,9;14,8;36,9;null;20,2;52,8;21;5,7;1;
2023-09-27;null;965,6;15,6;35,8;28,5;23,5;49,7;22;9;1,7;
2023-09-28;0;965,6;12,2;36,8;27,3;20,4;45,6;12;6,8;1,3;
2023-09-29;0;965,8;11,5;38,6;27,1;17,9;42,4;13;8,4;1,2;
2023-09-30;0;966,1;14,2;35,7;28,8;22;43,5;24;9;2,1;
2023-10-01;0;965,9;9,9;36,2;null;19,8;35,5;19;8,7;1,4;
2023-10-02;null;964,9;12,7;37,6;null;18,5;45,9;18;6,1;1;
2023-10-03;null;964,9;15,4;38;null;19,8;53,6;18;6,7;1,1;
2023-10-04;null;null;null;32,3;null;21,6;57,4;26;7;null;
2023-10-05;null;null;null;28;null;19,3;58,9;33;4,4;null;
2023-10-06;null;null;null;35,1;null;null;55,7;22;5,4;null;
2023-10-07;null;null;null;33,7;null;null;53,9;28;6,2;null;
2023-10-08;null;null;null;29,1;null;23,3;60,3;38;8,9;null;
2023-10-09;null;null;null;30;null;null;55;30;8,3;null;
2023-10-10;null;null;null;33,2;null;null;52,4;30;6,2;null;
2023-10-11;null;null;null;36;null;21,4;44,6;23;7,2;null;
2023-10-12;null;965,9;13,7;36;null;22,5;45,3;22;6,1;1,2;
2023-10-13;null;null;null;35,9;null;23,3;58,1;28;6,5;null;
2023-10-14;null;null;null;35,8;null;23,4;56,1;27;6,7;null;
2023-10-15;null;967,8;17,1;33,9;null;22,5;56,7;28;10,2;1,7;
2023-10-16;null;null;null;30,5;null;22,5;47,8;28;8,4;null;
2023-10-17;null;966,2;11,7;35;null;20;42,7;20;8,9;2;
2023-10-18;null;966,6;11,3;36,6;null;19,4;42,6;16;9,7;1,8;
2023-10-19;null;966,2;13;35,9;null;18,8;46,5;27;6,3;1,1;
2023-10-20;null;null;null;31,3;null;20,8;51,3;26;6,7;null;
2023-10-21;null;966,1;14,6;35,1;null;null;47,7;21;7,9;1,7;
2023-10-22;null;null;null;34,6;null;24,1;55,9;31;7,6;null;
2023-10-23;null;null;null;null;null;null;53,3;22;7;null;
2023-10-24;null;null;null;null;null;21;50,4;27;6,5;null;
2023-10-25;null;964,2;15,5;37,9;null;20,5;53,6;22;6,9;1,1;
2023-10-26;null;963,2;14;37,7;null;19,9;47,9;18;7,3;1,3;
2023-10-27;null;963,9;15,5;37,4;null;21,8;51,8;23;7,5;1,3;
2023-10-28;null;963,9;14;37,6;null;21,9;48;13;6,9;1,2;
2023-10-29;null;964,6;12,4;36,2;null;22,2;39,9;19;8,7;2;
2023-10-30;null;963,6;11,8;38,3;null;20,1;41,9;14;8,5;1,3;
2023-10-31;null;null;null;38,7;null;19,4;46;21;6,1;null;
2023-11-01;null;null;null;null;null;24,1;52;30;6,6;null;
2023-11-02;null;null;null;33,9;null;null;56,3;35;7,3;null;
2023-11-03;null;965,1;18;34,8;null;25;55,1;34;6,6;1,6;
2023-11-04;null;null;null;null;null;24,4;58,2;38;6,9;null;
2023-11-05;null;null;null;null;null;null;null;39;null;null;
2023-11-06;null;965,4;21;31,4;25,9;null;76;43;6,8;1,1;
2023-11-07;0;null;null;32;null;24,2;70,5;42;6,1;null;
2023-11-08;null;966,5;16,7;36,1;null;24,8;51,3;25;11,6;2,3;
2023-11-09;null;null;null;32,8;null;23,2;48,9;25;8,6;null;
2023-11-10;null;966,3;13,4;37,3;null;21,1;46,6;15;7,6;1,1;
2023-11-11;null;965,6;13,2;35,9;null;20,6;45,3;17;9,8;1,6;
2023-11-12;null;null;null;33,5;null;22;51,1;18;5,7;null;
2023-11-13;null;null;null;36,6;null;19,8;47,3;22;5,2;null;
2023-11-14;null;964;15,9;37,1;null;23,5;49,1;22;6,8;1,2;
2023-11-15;null;null;null;32,8;null;25,2;60,6;36;7;null;
2023-11-16;null;null;null;34,4;null;24,7;59,6;28;5,9;null;
2023-11-17;null;964,2;15,3;37;null;23;49,1;22;7,4;1,3;
2023-11-18;null;965,4;16,9;35,7;null;24,8;54,2;26;6,1;1,2;
2023-11-19;null;964,9;17,3;36,9;29,8;25,4;49,5;26;6,8;1,4;
2023-11-20;null;964,3;17,8;34,7;null;24,4;53,8;33;7,6;1,6;
2023-11-21;null;964,4;17,2;36;null;23,6;53,4;29;6,8;1,4;
2023-11-22;null;null;null;33,8;null;21,1;70,4;34;6,9;null;
2023-11-23;null;null;null;30;null;21,7;66,4;36;5,7;null;
2023-11-24;null;966,8;16,8;37,3;null;22,3;57,5;18;4,4;1;
2023-11-25;null;null;null;null;null;21,7;63,4;20;6,3;null;
2023-11-26;null;null;null;null;null;null;43,6;19;9,1;null;
2023-11-27;null;null;null;null;null;null;null;30;null;null;
2023-11-28;null;null;null;null;null;null;72,8;34;6,1;null;
2023-11-29;null;null;null;null;null;null;null;32;null;null;
2023-11-30;null;null;null;null;null;null;null;38;null;null;
2023-12-01;null;null;null;null;null;null;62,5;41;null;null;
